25.0,'2404247020': -1, '2404247023': 0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
1850.0,'2404247020': -8, '2404247023': -5,'2404247020': 5, '2404247023': 2,'2404247020': 9, '2404247023': 6,
1875.0,'2404247020': -10, '2404247023': -6,'2404247020': 6, '2404247023': 2,'2404247020': 10, '2404247023': 6,
1900.0,'2404247020': -12, '2404247023': -6,'2404247020': 6, '2404247023': 2,'2404247020': 12, '2404247023': 6,
1925.0,'2404247020': -5, '2404247023': -12,'2404247020': 3, '2404247023': 4,'2404247020': 7, '2404247023': 12,
1950.0,'2404247020': -6, '2404247023': -11,'2404247020': 3, '2404247023': 4,'2404247020': 8, '2404247023': 11,
1975.0,'2404247020': -5, '2404247023': -10,'2404247020': 4, '2404247023': 3,'2404247020': 10, '2404247023': 10,
2000.0,'2404247020': -1, '2404247023': -13,'2404247020': 3, '2404247023': 4,'2404247020': 7, '2404247023': 13,
2025.0,'2404247020': -5, '2404247023': -11,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 11,
2050.0,'2404247020': -5, '2404247023': -12,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 12,
2075.0,'2404247020': -1, '2404247023': -8,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 9,
2100.0,'2404247020': -5, '2404247023': -6,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2125.0,'2404247020': 0, '2404247023': -4,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2150.0,'2404247020': -2, '2404247023': -2,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 6,
2175.0,'2404247020': -5, '2404247023': 0,'2404247020': 2, '2404247023': 1,'2404247020': 8, '2404247023': 4,
2200.0,'2404247020': 4, '2404247023': -8,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 8,
2225.0,'2404247020': 2, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
2250.0,'2404247020': -4, '2404247023': -7,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 7,
2275.0,'2404247020': -4, '2404247023': -9,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 9,
2300.0,'2404247020': -2, '2404247023': -5,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2325.0,'2404247020': -5, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2350.0,'2404247020': -5, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
2375.0,'2404247020': -5, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 3,
2400.0,'2404247020': 3, '2404247023': -6,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 8,
2425.0,'2404247020': 4, '2404247023': -11,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 11,
2450.0,'2404247020': -4, '2404247023': -1,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2475.0,'2404247020': -2, '2404247023': -1,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
2500.0,'2404247020': -3, '2404247023': -2,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
2525.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
2550.0,'2404247020': -2, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2575.0,'2404247020': 0, '2404247023': -7,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
2600.0,'2404247020': 3, '2404247023': -12,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 12,
2625.0,'2404247020': 1, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 8,
2650.0,'2404247020': 5, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 10,
2675.0,'2404247020': -2, '2404247023': -5,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 5,
2700.0,'2404247020': -2, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 2, '2404247023': 0,
2725.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2750.0,'2404247020': -4, '2404247023': -2,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
2775.0,'2404247020': 1, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
2800.0,'2404247020': -1, '2404247023': -5,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
2825.0,'2404247020': -3, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2850.0,'2404247020': -2, '2404247023': -7,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2875.0,'2404247020': -2, '2404247023': -10,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
2900.0,'2404247020': -2, '2404247023': -6,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
2925.0,'2404247020': -1, '2404247023': -6,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2950.0,'2404247020': -4, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2975.0,'2404247020': -5, '2404247023': -1,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3000.0,'2404247020': -5, '2404247023': -2,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
3025.0,'2404247020': -5, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
3050.0,'2404247020': -5, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 8,
3075.0,'2404247020': 1, '2404247023': -13,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 13,
3100.0,'2404247020': 2, '2404247023': -10,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 10,
3125.0,'2404247020': 2, '2404247023': -12,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 12,
3150.0,'2404247020': 2, '2404247023': -7,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
3175.0,'2404247020': -1, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
3200.0,'2404247020': -1, '2404247023': -7,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 7,
3225.0,'2404247020': 5, '2404247023': -6,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 7,
3250.0,'2404247020': -6, '2404247023': 0,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3275.0,'2404247020': 0, '2404247023': -3,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
3300.0,'2404247020': -3, '2404247023': -3,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
3325.0,'2404247020': 0, '2404247023': -3,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
3350.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
3375.0,'2404247020': -6, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
3400.0,'2404247020': -6, '2404247023': -2,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 2,
3425.0,'2404247020': -6, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
3450.0,'2404247020': 3, '2404247023': -5,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
3475.0,'2404247020': 4, '2404247023': -7,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 7,
3500.0,'2404247020': -2, '2404247023': -1,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
3525.0,'2404247020': 1, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
3550.0,'2404247020': -4, '2404247023': 0,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3575.0,'2404247020': -2, '2404247023': -3,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
3600.0,'2404247020': -4, '2404247023': -1,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
